source_id	source_path	offset	text	current_target	verdict	proposed_target	rationale
8-1612-b-2-A-ii-III	title8.sections[1612].body[1/1/0/1/2]	269	(a)	UNLINKED (no target)	missing-link	public-law:104-208/division-C/s305/a [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies public-law:104-208/division-C/s305/a. It is not a run-in marker or ordinary prose.
8-1612-b-2-A-ii-V	title8.sections[1612].body[1/1/0/1/4]	94	(a)(2)(A)(i)(V)	UNLINKED (no target)	missing-link	usc:8:1612/a/2/A/i/V [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1612/a/2/A/i/V. It is not a run-in marker or ordinary prose.
8-1613-b-1-C	title8.sections[1613].body[1/0/2]	279	(a)	UNLINKED (no target)	missing-link	public-law:104-208/division-C/s305/a [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies public-law:104-208/division-C/s305/a. It is not a run-in marker or ordinary prose.
8-1622-b-1-C	title8.sections[1622].body[1/0/2]	279	(a)	UNLINKED (no target)	missing-link	public-law:104-208/division-C/s305/a [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies public-law:104-208/division-C/s305/a. It is not a run-in marker or ordinary prose.
8-1641-b-5	title8.sections[1641].body[1/4]	279	(a)	UNLINKED (no target)	missing-link	public-law:104-208/division-C/s305/a [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies public-law:104-208/division-C/s305/a. It is not a run-in marker or ordinary prose.
8-1641-c-1-B-i	title8.sections[1641].body[2/0/1/0]	189	(iii)	UNLINKED (no target)	missing-link	usc:8:1154/a/1/A/iii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1154/a/1/A/iii. It is not a run-in marker or ordinary prose.
8-1641-c-1-B-i	title8.sections[1641].body[2/0/1/0]	196	(iv)	UNLINKED (no target)	missing-link	usc:8:1154/a/1/A/iv [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1154/a/1/A/iv. It is not a run-in marker or ordinary prose.
8-1641-c-1-B-ii	title8.sections[1641].body[2/0/1/1]	62	(a)(1)(B)	UNLINKED (no target)	missing-link	usc:8:1154/a/1/B [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1154/a/1/B. It is not a run-in marker or ordinary prose.
8-1641-c-1-B-ii	title8.sections[1641].body[2/0/1/1]	112	(iii)	UNLINKED (no target)	missing-link	usc:8:1154/a/1/B/iii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1154/a/1/B/iii. It is not a run-in marker or ordinary prose.
8-1732-b-2-A	title8.sections[1732].body[1/1/0]	355	(c)(1)	UNLINKED (no target)	missing-link	usc:8:1732/c/1 [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1732/c/1. It is not a run-in marker or ordinary prose.
8-1732-b-2-B-ii	title8.sections[1732].body[1/1/1/1]	62	(b)(1)	UNLINKED (no target)	missing-link	usc:8:1732/b/1 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1732/b/1. It is not a run-in marker or ordinary prose.
8-1732-b-2-B-ii	title8.sections[1732].body[1/1/1/1]	73	(c)(1)	UNLINKED (no target)	missing-link	usc:8:1732/c/1 [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1732/c/1. It is not a run-in marker or ordinary prose.
8-1761-b	title8.sections[1761].body[1]	51	(F)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/F [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/F. It is not a run-in marker or ordinary prose.
8-1761-b	title8.sections[1761].body[1]	69	(M)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/M [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/M. It is not a run-in marker or ordinary prose.
8-1761-c-1-A	title8.sections[1761].body[2/0/0]	56	(F)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/F [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/F. It is not a run-in marker or ordinary prose.
8-1761-c-1-A	title8.sections[1761].body[2/0/0]	74	(M)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/M [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/M. It is not a run-in marker or ordinary prose.
8-1809-c-2	title8.sections[1809].body[2/1]	139	(A)	UNLINKED (no target)	missing-link	usc:8:1809/c/1/A [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1809/c/1/A. It is not a run-in marker or ordinary prose.
8-1810-c-2	title8.sections[1810].body[2/1]	139	(A)	UNLINKED (no target)	missing-link	usc:8:1810/c/1/A [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1810/c/1/A. It is not a run-in marker or ordinary prose.
8-1811-c-2	title8.sections[1811].body[2/1]	139	(A)	UNLINKED (no target)	missing-link	usc:8:1811/c/1/A [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1811/c/1/A. It is not a run-in marker or ordinary prose.
